tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
438.00;-166751738#1_1;130.81;12.85;27.00;15.00;37555829#0_1;1.95;0.00;tripinfo_Auto_101;411.00;Auto_101;0;1640.65;0.96;0.00;284.16;MotorCycle;;3;201.00
438.00;167584712_1;145.02;14.12;46.00;10.00;-358333263#1_1;1.95;0.00;tripinfo_MotorCycle_277;392.00;MotorCycle_277;0;2004.91;1.21;0.00;271.77;MotorCycle;;6;165.00
438.00;167457326_1;304.94;12.77;219.00;52.00;317766697#1_1;1.95;0.00;tripinfo_Auto_1273;219.00;Auto_1273;0;501.01;0.94;0.00;180.11;MotorCycle;;7;94.00
439.00;-166751738#1_1;130.81;13.07;30.00;16.00;37555829#0_1;1.95;0.00;tripinfo_Auto_126;409.00;Auto_126;0;1640.65;1.03;0.00;291.40;MotorCycle;;3;198.00
439.00;173008341#6_1;117.82;11.98;140.00;23.00;330925771#2_1;2.70;0.00;tripinfo_MotorCycle_897;299.00;MotorCycle_897;0;1758.16;0.88;0.00;152.39;Auto;;5;76.00
439.00;36897741#0_1;60.96;9.61;183.00;24.00;167456697_1;2.70;0.00;tripinfo_MotorCycle_1220;256.00;MotorCycle_1220;0;383.46;0.89;0.00;223.46;Auto;;5;135.00
439.00;167457326_1;304.94;12.75;222.00;54.00;317766697#1_1;2.70;0.00;tripinfo_MotorCycle_1283;217.00;MotorCycle_1283;0;500.26;0.94;0.00;178.22;Auto;;6;91.00
440.00;-166751738#1_1;130.81;12.74;34.00;19.00;37555829#0_1;3.70;0.00;tripinfo_MotorCycle_134;406.00;MotorCycle_134;0;1638.90;1.23;0.00;307.44;Car;;3;195.00
440.00;36897741#0_1;60.96;9.15;187.00;28.00;167456697_1;3.70;0.00;tripinfo_MotorCycle_1221;253.00;MotorCycle_1221;0;382.46;0.97;0.00;223.55;Car;;5;133.00
441.00;173008341#6_1;117.82;13.55;143.00;20.00;330925771#2_1;1.95;0.00;tripinfo_MotorCycle_941;298.00;MotorCycle_941;0;1758.91;1.00;0.00;169.15;MotorCycle;;5;75.00
