tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
459.00;-36907635#0_1;285.07;12.68;24.00;15.00;324991740#4_1;2.70;0.00;tripinfo_Car_67;435.00;Car_67;0;1741.75;0.91;0.00;295.98;Auto;;7;198.00
459.00;-166800604#5_1;282.77;12.27;16.00;4.00;-167456093_1;1.95;0.00;tripinfo_Bus_97;443.00;Bus_97;0;3005.86;0.91;0.00;201.78;MotorCycle;;5;95.00
459.00;36897741#0_1;60.96;9.37;216.00;9.00;167456697_1;1.95;0.00;tripinfo_Bus_1581;243.00;Bus_1581;0;384.21;1.02;0.00;214.53;MotorCycle;;9;74.00
460.00;-36907635#0_1;285.07;13.45;27.00;18.00;324991740#4_1;1.95;0.00;tripinfo_Car_68;433.00;Car_68;0;1742.50;1.04;0.00;311.09;MotorCycle;;6;204.00
461.00;317371668#1_1;150.53;13.34;439.00;33.00;317371668#1_1;3.70;0.00;tripinfo_Bus_3115;22.00;Bus_3115;0;146.83;0.96;0.00;10.17;Car;;0;0.00
462.00;167457326_1;304.94;14.36;238.00;61.00;317766697#1_1;1.95;0.00;tripinfo_MotorCycle_1346;224.00;MotorCycle_1346;0;501.01;1.04;0.00;189.01;MotorCycle;;8;89.00
463.00;-330925771#2_1;98.00;11.30;23.00;0.00;172932752#4_1;2.70;0.00;tripinfo_Car_194;440.00;Car_194;0;1944.60;1.00;0.00;297.42;Auto;;11;150.00
463.00;331667964#4_1;46.11;8.26;205.00;3.00;37571582#0_1;2.70;0.00;tripinfo_Bus_1529;258.00;Bus_1529;0;558.95;1.04;0.00;218.88;Auto;;12;98.00
464.00;167461557#1_1;85.64;14.71;21.00;3.00;167584711#0_1;1.95;0.00;tripinfo_Car_154;443.00;Car_154;0;1620.61;1.06;0.00;332.60;MotorCycle;;9;233.00
464.00;331667964#4_1;46.11;7.87;209.00;7.00;37571582#0_1;1.95;0.00;tripinfo_Bus_1530;255.00;Bus_1530;0;559.70;1.04;0.00;216.13;MotorCycle;;11;92.00
465.00;167457326_1;304.94;16.35;242.00;65.00;317766697#1_1;3.70;0.00;tripinfo_MotorCycle_1347;223.00;MotorCycle_1347;0;499.26;1.18;0.00;191.74;Car;;7;84.00
