Case1Low,Case1Mid,Case1High,Case2,Case3,Case4
3.0,0.0,95.0,3.0,3.0,3.0
0.0,130.0,1.0,0.0,0.0,0.0
0.0,126.0,90.0,0.0,0.0,0.0
0.0,33.0,122.0,0.0,0.0,0.0
9.0,122.0,87.0,9.0,9.0,9.0
61.0,120.0,0.0,61.0,61.0,61.0
49.0,106.0,88.0,49.0,49.0,49.0
0.0,119.0,98.0,0.0,0.0,0.0
0.0,33.0,85.0,0.0,0.0,0.0
28.0,139.0,87.0,28.0,28.0,28.0
67.0,0.0,0.0,67.0,67.0,67.0
8.0,54.0,86.0,8.0,8.0,8.0
55.0,115.0,0.0,55.0,55.0,55.0
0.0,99.0,85.0,0.0,0.0,0.0
10.0,23.0,83.0,10.0,10.0,10.0
0.0,95.0,0.0,0.0,0.0,0.0
0.0,38.0,83.0,0.0,0.0,0.0
0.0,131.0,80.0,0.0,0.0,0.0
0.0,36.0,81.0,0.0,0.0,0.0
0.0,125.0,116.0,0.0,0.0,0.0
0.0,133.0,169.0,0.0,0.0,0.0
0.0,121.0,113.0,0.0,0.0,0.0
0.0,128.0,83.0,0.0,0.0,0.0
29.0,34.0,163.0,29.0,29.0,29.0
0.0,25.0,77.0,0.0,0.0,0.0
0.0,127.0,163.0,0.0,0.0,0.0
0.0,29.0,159.0,0.0,0.0,0.0
0.0,26.0,75.0,0.0,0.0,0.0
38.0,125.0,76.0,38.0,38.0,38.0
0.0,123.0,70.0,0.0,0.0,0.0
0.0,23.0,141.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,0.0,0.0
0.0,14.0,150.0,0.0,0.0,0.0
33.0,116.0,135.0,33.0,33.0,33.0
0.0,122.0,133.0,0.0,0.0,0.0
10.0,29.0,160.0,10.0,10.0,10.0
0.0,122.0,86.0,0.0,0.0,0.0
20.0,0.0,128.0,20.0,20.0,20.0
0.0,108.0,1.0,0.0,0.0,0.0
0.0,122.0,36.0,0.0,0.0,0.0
0.0,18.0,156.0,0.0,0.0,0.0
0.0,101.0,150.0,0.0,0.0,0.0
28.0,0.0,0.0,28.0,28.0,28.0
0.0,120.0,149.0,0.0,0.0,0.0
0.0,16.0,38.0,0.0,0.0,0.0
0.0,0.0,74.0,0.0,0.0,0.0
0.0,15.0,0.0,0.0,0.0,0.0
20.0,0.0,52.0,20.0,20.0,20.0
0.0,0.0,144.0,0.0,0.0,0.0
0.0,33.0,97.0,0.0,0.0,0.0
0.0,0.0,72.0,0.0,0.0,0.0
0.0,14.0,139.0,0.0,0.0,0.0
23.0,7.0,67.0,23.0,23.0,23.0
0.0,122.0,96.0,0.0,0.0,0.0
0.0,6.0,77.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,119.0,137.0,0.0,0.0,0.0
0.0,4.0,123.0,0.0,0.0,0.0
1.0,123.0,78.0,1.0,1.0,1.0
7.0,42.0,94.0,7.0,7.0,7.0
0.0,3.0,54.0,0.0,0.0,0.0
1.0,120.0,122.0,1.0,1.0,1.0
0.0,41.0,73.0,0.0,0.0,0.0
13.0,2.0,1.0,13.0,13.0,13.0
0.0,187.0,118.0,0.0,0.0,0.0
0.0,47.0,0.0,0.0,0.0,0.0
0.0,0.0,115.0,0.0,0.0,0.0
0.0,180.0,114.0,0.0,0.0,0.0
60.0,166.0,152.0,60.0,60.0,60.0
0.0,122.0,46.0,0.0,0.0,0.0
12.0,122.0,112.0,12.0,12.0,12.0
0.0,117.0,108.0,0.0,0.0,0.0
0.0,83.0,0.0,0.0,0.0,0.0
16.0,117.0,153.0,16.0,16.0,16.0
0.0,113.0,110.0,0.0,0.0,0.0
4.0,107.0,103.0,4.0,4.0,4.0
0.0,112.0,111.0,0.0,0.0,0.0
0.0,104.0,102.0,0.0,0.0,0.0
0.0,19.0,101.0,0.0,0.0,0.0
3.0,143.0,101.0,3.0,3.0,3.0
0.0,103.0,139.0,0.0,0.0,0.0
0.0,0.0,99.0,0.0,0.0,0.0
0.0,142.0,103.0,0.0,0.0,0.0
0.0,17.0,0.0,0.0,0.0,0.0
0.0,16.0,138.0,0.0,0.0,0.0
0.0,0.0,98.0,0.0,0.0,0.0
0.0,25.0,98.0,0.0,0.0,0.0
0.0,0.0,132.0,0.0,0.0,0.0
0.0,0.0,102.0,0.0,0.0,0.0
42.0,113.0,135.0,42.0,42.0,42.0
0.0,149.0,130.0,0.0,0.0,0.0
29.0,12.0,99.0,29.0,29.0,29.0
0.0,107.0,100.0,0.0,0.0,0.0
0.0,101.0,96.0,0.0,0.0,0.0
4.0,0.0,133.0,4.0,4.0,4.0
13.0,135.0,99.0,13.0,13.0,13.0
0.0,143.0,93.0,0.0,0.0,0.0
42.0,76.0,89.0,42.0,42.0,42.0
18.0,103.0,0.0,18.0,18.0,18.0
0.0,242.0,166.0,0.0,0.0,0.0
0.0,139.0,75.0,0.0,0.0,0.0
4.0,237.0,0.0,4.0,4.0,4.0
0.0,134.0,73.0,0.0,0.0,0.0
18.0,75.0,157.0,18.0,18.0,18.0
0.0,78.0,70.0,0.0,0.0,0.0
5.0,226.0,68.0,5.0,5.0,5.0
31.0,146.0,154.0,31.0,31.0,31.0
24.0,143.0,0.0,24.0,24.0,24.0
30.0,65.0,0.0,30.0,30.0,30.0
14.0,55.0,0.0,14.0,14.0,14.0
0.0,72.0,0.0,0.0,0.0,0.0
24.0,221.0,136.0,24.0,24.0,24.0
0.0,213.0,0.0,0.0,0.0,0.0
0.0,69.0,131.0,0.0,0.0,0.0
0.0,19.0,108.0,0.0,0.0,0.0
2.0,213.0,133.0,2.0,2.0,2.0
23.0,57.0,106.0,23.0,23.0,23.0
18.0,191.0,0.0,18.0,18.0,18.0
6.0,16.0,129.0,6.0,6.0,6.0
0.0,182.0,82.0,0.0,0.0,0.0
5.0,16.0,103.0,5.0,5.0,5.0
0.0,173.0,98.0,0.0,0.0,0.0
23.0,87.0,0.0,23.0,23.0,23.0
3.0,14.0,163.0,3.0,3.0,3.0
,159.0,241.0,,,
,164.0,100.0,,,
,96.0,170.0,,,
,141.0,97.0,,,
,93.0,212.0,,,
,11.0,164.0,,,
,110.0,97.0,,,
,164.0,167.0,,,
,140.0,97.0,,,
,8.0,0.0,,,
,145.0,204.0,,,
,7.0,163.0,,,
,108.0,93.0,,,
,137.0,137.0,,,
,103.0,0.0,,,
,134.0,201.0,,,
,128.0,165.0,,,
,100.0,94.0,,,
,127.0,198.0,,,
,0.0,76.0,,,
,68.0,135.0,,,
,4.0,91.0,,,
,127.0,195.0,,,
,0.0,133.0,,,
,50.0,75.0,,,
,4.0,92.0,,,
,3.0,0.0,,,
,3.0,184.0,,,
,41.0,183.0,,,
,4.0,0.0,,,
,39.0,174.0,,,
,4.0,176.0,,,
,37.0,135.0,,,
,144.0,70.0,,,
,36.0,166.0,,,
,34.0,147.0,,,
,139.0,165.0,,,
,31.0,0.0,,,
,0.0,164.0,,,
,0.0,0.0,,,
,210.0,161.0,,,
,201.0,159.0,,,
,0.0,144.0,,,
,155.0,0.0,,,
,195.0,0.0,,,
,0.0,119.0,,,
,195.0,150.0,,,
,0.0,120.0,,,
,248.0,150.0,,,
,141.0,0.0,,,
,323.0,110.0,,,
,193.0,143.0,,,
,97.0,110.0,,,
,222.0,0.0,,,
,187.0,145.0,,,
,299.0,139.0,,,
,218.0,133.0,,,
,186.0,0.0,,,
,0.0,114.0,,,
,214.0,132.0,,,
,82.0,210.0,,,
,287.0,127.0,,,
,73.0,128.0,,,
,0.0,0.0,,,
,263.0,110.0,,,
,206.0,121.0,,,
,239.0,1.0,,,
,0.0,159.0,,,
,204.0,118.0,,,
,216.0,0.0,,,
,202.0,0.0,,,
,209.0,154.0,,,
,208.0,107.0,,,
,74.0,150.0,,,
,178.0,105.0,,,
,195.0,0.0,,,
,204.0,119.0,,,
,86.0,271.0,,,
,192.0,262.0,,,
,187.0,118.0,,,
,177.0,280.0,,,
,203.0,268.0,,,
,171.0,0.0,,,
,,342.0,,,
,,276.0,,,
,,138.0,,,
,,134.0,,,
,,261.0,,,
,,226.0,,,
,,0.0,,,
,,211.0,,,
,,207.0,,,
,,171.0,,,
,,273.0,,,
,,240.0,,,
,,270.0,,,
,,192.0,,,
,,204.0,,,
,,238.0,,,
,,269.0,,,
,,115.0,,,
,,135.0,,,
,,231.0,,,
,,188.0,,,
,,192.0,,,
,,132.0,,,
,,0.0,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
