tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
228.00;36897741#0_1;60.96;10.38;75.00;22.00;167456697_1;3.70;0.00;tripinfo_MotorCycle_401;153.00;MotorCycle_401;0;382.46;1.03;0.00;124.44;Car;;1;92.00
228.00;317371668#1_1;150.53;12.47;205.00;3.00;317371668#1_1;2.70;0.00;tripinfo_Auto_1527;23.00;Auto_1527;0;147.83;0.92;0.00;11.41;Auto;;0;0.00
229.00;36897741#0_1;60.96;9.67;78.00;23.00;167456697_1;2.70;0.00;tripinfo_Auto_421;151.00;Auto_421;0;383.46;1.05;0.00;123.42;Auto;;1;88.00
230.00;317371668#1_1;150.53;11.49;208.00;6.00;317371668#1_1;1.95;0.00;tripinfo_Auto_1528;22.00;Auto_1528;0;148.58;0.85;0.00;9.16;MotorCycle;;0;0.00
231.00;36897741#0_1;60.96;10.14;81.00;23.00;167456697_1;2.70;0.00;tripinfo_Car_439;150.00;Car_439;0;383.46;0.93;0.00;118.58;Auto;;2;87.00
232.00;36897741#0_1;60.96;9.84;84.00;25.00;167456697_1;1.95;0.00;tripinfo_Bus_441;148.00;Bus_441;0;384.21;0.93;0.00;116.93;MotorCycle;;1;85.00
234.00;36897741#0_1;60.96;9.73;88.00;29.00;167456697_1;3.70;0.00;tripinfo_Bus_442;146.00;Bus_442;0;382.46;1.11;0.00;120.17;Car;;1;84.00
236.00;36897741#0_1;60.96;10.51;91.00;31.00;167456697_1;1.95;0.00;tripinfo_MotorCycle_450;145.00;MotorCycle_450;0;384.21;1.07;0.00;117.60;MotorCycle;;1;83.00
238.00;36897741#0_1;60.96;9.99;94.00;33.00;167456697_1;2.70;0.00;tripinfo_Car_459;144.00;Car_459;0;383.46;0.77;0.00;106.11;Auto;;1;79.00
239.00;36897741#0_1;60.96;9.81;97.00;33.00;167456697_1;2.70;0.00;tripinfo_MotorCycle_477;142.00;MotorCycle_477;0;383.46;0.99;0.00;112.87;Auto;;1;78.00
243.00;317371668#1_1;150.53;12.51;219.00;0.00;317371668#1_1;2.70;0.00;tripinfo_MotorCycle_1665;24.00;MotorCycle_1665;0;147.83;1.05;0.00;13.20;Auto;;0;0.00
244.00;317371668#1_1;150.53;12.24;223.00;0.00;317371668#1_1;1.95;0.00;tripinfo_Auto_1695;21.00;Auto_1695;0;148.58;1.09;0.00;11.04;MotorCycle;;0;0.00
247.00;331667964#4_1;46.11;9.24;5.00;4.00;37571582#0_1;3.70;0.00;tripinfo_Auto_18;242.00;Auto_18;0;557.95;0.94;0.00;198.58;Car;;1;173.00
250.00;331667964#4_1;46.11;7.69;8.00;3.00;37571582#0_1;2.70;0.00;tripinfo_Bus_52;242.00;Bus_52;0;558.95;1.02;0.00;202.18;Auto;;1;171.00
251.00;317371668#1_1;150.53;12.99;230.00;0.00;317371668#1_1;1.95;0.00;tripinfo_Auto_1747;21.00;Auto_1747;0;148.58;0.97;0.00;9.07;MotorCycle;;0;0.00
256.00;-330925771#2_1;98.00;13.02;0.00;0.00;172932752#4_1;1.95;0.00;tripinfo_Car_2;256.00;Car_2;0;1945.35;1.01;0.00;113.59;MotorCycle;;1;80.00
256.00;317371668#1_1;150.53;13.52;233.00;3.00;317371668#1_1;3.70;0.00;tripinfo_Auto_1748;23.00;Auto_1748;0;146.83;1.09;0.00;12.49;Car;;1;1.00
260.00;317371668#1_1;150.53;12.72;238.00;7.00;317371668#1_1;3.70;0.00;tripinfo_Car_1755;22.00;Car_1755;0;146.83;0.92;0.00;9.93;Car;;0;0.00
262.00;331667964#4_1;46.11;11.94;13.00;0.00;37571582#0_1;2.70;0.00;tripinfo_Car_111;249.00;Car_111;0;558.95;0.87;0.00;201.83;Auto;;1;176.00
262.00;317371668#1_1;150.53;12.75;241.00;6.00;317371668#1_1;1.95;0.00;tripinfo_Auto_1801;21.00;Auto_1801;0;148.58;0.92;0.00;8.48;MotorCycle;;0;0.00
263.00;331667964#4_1;46.11;12.53;22.00;0.00;37571582#0_1;1.95;0.00;tripinfo_Car_188;241.00;Car_188;0;559.70;0.97;0.00;199.43;MotorCycle;;1;171.00
267.00;317371668#1_1;150.53;12.58;245.00;10.00;317371668#1_1;3.70;0.00;tripinfo_Auto_1802;22.00;Auto_1802;0;146.83;1.08;0.00;12.24;Car;;0;0.00
272.00;317371668#1_1;150.53;12.87;248.00;9.00;317371668#1_1;2.70;0.00;tripinfo_Auto_1837;24.00;Auto_1837;0;147.83;0.98;0.00;12.56;Auto;;0;0.00
273.00;317371668#1_1;150.53;12.39;251.00;9.00;317371668#1_1;1.95;0.00;tripinfo_Auto_1865;22.00;Auto_1865;0;148.58;1.05;0.00;11.71;MotorCycle;;0;0.00
281.00;317371668#1_1;150.53;11.02;257.00;1.00;317371668#1_1;10.20;0.00;tripinfo_Auto_1970;24.00;Auto_1970;0;140.33;0.91;0.00;12.69;Bus;;0;0.00
283.00;317371668#1_1;150.53;11.88;260.00;1.00;317371668#1_1;1.95;0.00;tripinfo_MotorCycle_1994;23.00;MotorCycle_1994;0;148.58;0.97;0.00;11.76;MotorCycle;;0;0.00
296.00;317371668#1_1;150.53;12.34;273.00;0.00;317371668#1_1;2.70;0.00;tripinfo_Auto_2107;23.00;Auto_2107;0;147.83;0.98;0.00;12.02;Auto;;0;0.00
304.00;317371668#1_1;150.53;11.15;279.00;2.00;317371668#1_1;10.20;0.00;tripinfo_Bus_2140;25.00;Bus_2140;0;140.33;0.93;0.00;13.91;Bus;;0;0.00
307.00;317371668#1_1;150.53;12.41;283.00;6.00;317371668#1_1;2.70;0.00;tripinfo_Bus_2141;24.00;Bus_2141;0;147.83;0.97;0.00;12.53;Auto;;0;0.00
309.00;317371668#1_1;150.53;12.85;286.00;0.00;317371668#1_1;1.95;0.00;tripinfo_Bus_2209;23.00;Bus_2209;0;148.58;0.94;0.00;10.79;MotorCycle;;0;0.00
318.00;317371668#1_1;150.53;11.19;292.00;4.00;317371668#1_1;10.20;0.00;tripinfo_Car_2223;26.00;Car_2223;0;140.33;1.00;0.00;15.20;Bus;;0;0.00
324.00;317371668#1_1;150.53;11.59;300.00;9.00;317371668#1_1;10.20;0.00;tripinfo_Car_2241;24.00;Car_2241;0;140.33;0.89;0.00;12.22;Bus;;0;0.00
328.00;317371668#1_1;150.53;12.55;304.00;7.00;317371668#1_1;2.70;0.00;tripinfo_Auto_2283;24.00;Auto_2283;0;147.83;1.03;0.00;12.90;Auto;;0;0.00
329.00;167457326_1;304.94;15.63;94.00;15.00;317766697#1_1;10.20;0.00;tripinfo_Car_611;235.00;Car_611;0;492.76;1.13;0.00;202.65;Bus;;1;167.00
330.00;317371668#1_1;150.53;13.23;308.00;11.00;317371668#1_1;3.70;0.00;tripinfo_Auto_2284;22.00;Auto_2284;0;146.83;1.06;0.00;11.28;Car;;0;0.00
331.00;167457326_1;304.94;13.89;98.00;19.00;317766697#1_1;3.70;0.00;tripinfo_Car_612;233.00;Car_612;0;499.26;1.02;0.00;197.27;Car;;1;166.00
332.00;167457326_1;304.94;14.19;101.00;20.00;317766697#1_1;2.70;0.00;tripinfo_Auto_634;231.00;Auto_634;0;500.26;1.03;0.00;196.10;Auto;;1;164.00
335.00;317371668#1_1;150.53;12.43;311.00;13.00;317371668#1_1;2.70;0.00;tripinfo_Auto_2293;24.00;Auto_2293;0;147.83;0.96;0.00;12.87;Auto;;0;0.00
337.00;317371668#1_1;150.53;13.33;315.00;17.00;317371668#1_1;3.70;0.00;tripinfo_Auto_2294;22.00;Auto_2294;0;146.83;1.05;0.00;11.53;Car;;0;0.00
338.00;167457326_1;304.94;10.86;104.00;21.00;317766697#1_1;1.95;0.00;tripinfo_Bus_649;234.00;Bus_649;0;501.01;0.81;0.00;188.69;MotorCycle;;1;162.00
340.00;167457326_1;304.94;10.91;107.00;20.00;317766697#1_1;1.95;0.00;tripinfo_MotorCycle_688;233.00;MotorCycle_688;0;501.01;0.79;0.00;186.36;MotorCycle;;1;163.00
340.00;317371668#1_1;150.53;13.87;318.00;8.00;317371668#1_1;1.95;0.00;tripinfo_Auto_2386;22.00;Auto_2386;0;148.58;1.06;0.00;11.34;MotorCycle;;0;0.00
341.00;167457326_1;304.94;11.31;110.00;15.00;317766697#1_1;2.70;0.00;tripinfo_Auto_741;231.00;Auto_741;0;500.26;1.10;0.00;197.67;Auto;;1;161.00
342.00;167457326_1;304.94;11.45;114.00;13.00;317766697#1_1;2.70;0.00;tripinfo_Auto_784;228.00;Auto_784;0;500.26;1.04;0.00;193.00;Auto;;1;158.00
345.00;167457326_1;304.94;9.95;117.00;16.00;317766697#1_1;1.95;0.00;tripinfo_Auto_785;228.00;Auto_785;0;501.01;0.75;0.00;179.29;MotorCycle;;1;158.00
346.00;-37555829#0_1;633.17;15.49;2.00;0.00;166751738#1_1;2.70;0.00;tripinfo_Bus_28;344.00;Bus_28;0;1638.77;1.13;0.00;237.19;Auto;;3;160.00
346.00;167457326_1;304.94;10.74;121.00;20.00;317766697#1_1;3.70;0.00;tripinfo_Auto_786;225.00;Auto_786;0;499.26;1.03;0.00;189.94;Car;;1;156.00
348.00;167457326_1;304.94;11.67;124.00;18.00;317766697#1_1;1.95;0.00;tripinfo_MotorCycle_824;224.00;MotorCycle_824;0;501.01;1.06;0.00;189.55;MotorCycle;;1;156.00
349.00;167457326_1;304.94;10.97;127.00;20.00;317766697#1_1;2.70;0.00;tripinfo_Auto_830;222.00;Auto_830;0;500.26;0.99;0.00;185.51;Auto;;1;152.00
351.00;167457326_1;304.94;11.60;130.00;23.00;317766697#1_1;1.95;0.00;tripinfo_Auto_831;221.00;Auto_831;0;501.01;1.00;0.00;184.40;MotorCycle;;1;150.00
352.00;167457326_1;304.94;10.23;133.00;20.00;317766697#1_1;1.95;0.00;tripinfo_Auto_867;219.00;Auto_867;0;501.01;0.75;0.00;170.88;MotorCycle;;1;148.00
352.00;317371668#1_1;150.53;13.13;330.00;0.00;317371668#1_1;1.95;0.00;tripinfo_Auto_2519;22.00;Auto_2519;0;148.58;0.96;0.00;10.40;MotorCycle;;0;0.00
354.00;-37555829#0_1;633.17;12.85;5.00;3.00;166751738#1_1;1.95;0.00;tripinfo_Bus_29;349.00;Bus_29;0;1639.52;0.93;0.00;218.98;MotorCycle;;3;156.00
354.00;167457326_1;304.94;10.88;136.00;22.00;317766697#1_1;2.70;0.00;tripinfo_Bus_882;218.00;Bus_882;0;500.26;1.27;0.00;186.09;Auto;;1;146.00
355.00;167457326_1;304.94;10.97;139.00;24.00;317766697#1_1;2.70;0.00;tripinfo_Car_884;216.00;Car_884;0;500.26;1.01;0.00;179.87;Auto;;1;143.00
356.00;244327260#6_0;209.72;11.88;1.00;0.00;244329796#13_1;2.70;0.00;tripinfo_Bus_16;355.00;Bus_16;0;1539.02;0.88;0.00;228.69;Auto;;2;181.00
356.00;167457326_1;304.94;11.28;142.00;27.00;317766697#1_1;1.95;0.00;tripinfo_Car_885;214.00;Car_885;0;501.01;1.14;0.00;182.42;MotorCycle;;2;144.00
356.00;317371668#1_1;150.53;12.33;333.00;3.00;317371668#1_1;3.70;0.00;tripinfo_Auto_2520;23.00;Auto_2520;0;146.83;0.91;0.00;10.92;Car;;1;1.00
358.00;244327260#6_0;209.72;13.08;5.00;2.00;244329796#13_1;3.70;0.00;tripinfo_Car_35;353.00;Car_35;0;1538.02;1.02;0.00;243.57;Car;;2;180.00
358.00;-37555829#0_1;633.17;11.95;8.00;3.00;166751738#1_1;1.95;0.00;tripinfo_Bus_48;350.00;Bus_48;0;1639.52;0.88;0.00;211.90;MotorCycle;;3;153.00
358.00;167457326_1;304.94;12.06;146.00;27.00;317766697#1_1;2.70;0.00;tripinfo_MotorCycle_919;212.00;MotorCycle_919;0;500.26;0.97;0.00;174.09;Auto;;1;139.00
359.00;244327260#6_0;209.72;12.09;8.00;2.00;244329796#13_1;1.95;0.00;tripinfo_MotorCycle_56;351.00;MotorCycle_56;0;1539.77;0.90;0.00;227.53;MotorCycle;;2;178.00
359.00;-37555829#0_1;633.17;12.78;11.00;3.00;166751738#1_1;2.70;0.00;tripinfo_Auto_64;348.00;Auto_64;0;1638.77;0.94;0.00;218.76;Auto;;3;147.00
359.00;167457326_1;304.94;11.98;150.00;31.00;317766697#1_1;3.70;0.00;tripinfo_MotorCycle_920;209.00;MotorCycle_920;0;499.26;0.99;0.00;172.00;Car;;1;138.00
360.00;244327260#6_0;209.72;13.09;17.00;8.00;244329796#13_1;2.70;0.00;tripinfo_Bus_75;343.00;Bus_75;0;1539.02;0.98;0.00;230.47;Auto;;2;170.00
360.00;167457326_1;304.94;11.95;154.00;34.00;317766697#1_1;3.70;0.00;tripinfo_Car_929;206.00;Car_929;0;499.26;0.96;0.00;168.50;Car;;1;137.00
361.00;-37555829#0_1;633.17;12.18;14.00;6.00;166751738#1_1;1.95;0.00;tripinfo_Auto_65;347.00;Auto_65;0;1639.52;0.88;0.00;209.65;MotorCycle;;3;145.00
361.00;317371668#1_1;150.53;12.39;337.00;1.00;317371668#1_1;2.70;0.00;tripinfo_MotorCycle_2563;24.00;MotorCycle_2563;0;147.83;1.02;0.00;12.81;Auto;;0;0.00
362.00;-37555829#0_1;633.17;12.69;17.00;8.00;166751738#1_1;3.70;0.00;tripinfo_MotorCycle_72;345.00;MotorCycle_72;0;1637.77;0.94;0.00;216.56;Car;;3;141.00
362.00;244327260#6_0;209.72;13.94;20.00;11.00;244329796#13_1;1.95;0.00;tripinfo_Bus_76;342.00;Bus_76;0;1539.77;1.03;0.00;234.21;MotorCycle;;2;167.00
362.00;167457326_1;304.94;12.54;157.00;34.00;317766697#1_1;1.95;0.00;tripinfo_Auto_945;205.00;Auto_945;0;501.01;1.09;0.00;171.47;MotorCycle;;1;136.00
362.00;317371668#1_1;150.53;12.16;340.00;4.00;317371668#1_1;1.95;0.00;tripinfo_MotorCycle_2564;22.00;MotorCycle_2564;0;148.58;1.02;0.00;11.28;MotorCycle;;0;0.00
363.00;244327260#6_0;209.72;13.55;24.00;15.00;244329796#13_1;3.70;0.00;tripinfo_Bus_77;339.00;Bus_77;0;1538.02;0.98;0.00;226.03;Car;;2;166.00
363.00;167457326_1;304.94;12.25;161.00;38.00;317766697#1_1;3.70;0.00;tripinfo_Auto_946;202.00;Auto_946;0;499.26;1.08;0.00;168.37;Car;;1;133.00
364.00;-37555829#0_1;633.17;12.98;24.00;12.00;166751738#1_1;10.20;0.00;tripinfo_Auto_99;340.00;Auto_99;0;1631.27;1.10;0.00;230.24;Bus;;3;135.00
365.00;244327260#6_0;209.72;12.52;26.00;15.00;244329796#13_1;1.95;0.00;tripinfo_MotorCycle_93;339.00;MotorCycle_93;0;1539.77;0.92;0.00;218.32;MotorCycle;;2;163.00
365.00;167457326_1;304.94;12.45;164.00;39.00;317766697#1_1;2.70;0.00;tripinfo_Car_966;201.00;Car_966;0;500.26;1.09;0.00;167.21;Auto;;1;130.00
365.00;317371668#1_1;150.53;12.69;344.00;5.00;317371668#1_1;3.70;0.00;tripinfo_Car_2590;21.00;Car_2590;0;146.83;0.94;0.00;9.67;Car;;0;0.00
366.00;-37555829#0_1;633.17;13.66;28.00;5.00;166751738#1_1;2.70;0.00;tripinfo_MotorCycle_198;338.00;MotorCycle_198;0;1638.77;1.06;0.00;224.28;Auto;;3;132.00
366.00;167457326_1;304.94;12.38;167.00;38.00;317766697#1_1;1.95;0.00;tripinfo_Bus_992;199.00;Bus_992;0;501.01;0.90;0.00;158.86;MotorCycle;;1;129.00
368.00;-37555829#0_1;633.17;13.21;35.00;11.00;166751738#1_1;10.20;0.00;tripinfo_Auto_208;333.00;Auto_208;0;1631.27;0.96;0.00;207.20;Bus;;3;125.00
368.00;167457326_1;304.94;12.17;173.00;42.00;317766697#1_1;10.20;0.00;tripinfo_Auto_1003;195.00;Auto_1003;0;492.76;0.99;0.00;158.53;Bus;;1;122.00
369.00;-37555829#0_1;633.17;14.15;38.00;11.00;166751738#1_1;1.95;0.00;tripinfo_Auto_221;331.00;Auto_221;0;1639.52;1.15;0.00;225.88;MotorCycle;;3;122.00
369.00;167457326_1;304.94;12.37;176.00;45.00;317766697#1_1;1.95;0.00;tripinfo_Auto_1004;193.00;Auto_1004;0;501.01;0.96;0.00;155.24;MotorCycle;;1;121.00
371.00;-37555829#0_1;633.17;14.47;42.00;14.00;166751738#1_1;2.70;0.00;tripinfo_Auto_227;329.00;Auto_227;0;1638.77;1.11;0.00;218.90;Auto;;3;124.00
371.00;167457326_1;304.94;12.71;179.00;46.00;317766697#1_1;1.95;0.00;tripinfo_Car_1023;192.00;Car_1023;0;501.01;0.92;0.00;152.15;MotorCycle;;1;121.00
371.00;317371668#1_1;150.53;12.15;347.00;6.00;317371668#1_1;2.70;0.00;tripinfo_Bus_2610;24.00;Bus_2610;0;147.83;1.04;0.00;13.47;Auto;;0;0.00
372.00;167457326_1;304.94;12.92;183.00;47.00;317766697#1_1;3.70;0.00;tripinfo_Bus_1049;189.00;Bus_1049;0;499.26;0.95;0.00;150.41;Car;;1;119.00
373.00;-37555829#0_1;633.17;12.64;46.00;17.00;166751738#1_1;2.70;0.00;tripinfo_Auto_234;327.00;Auto_234;0;1638.77;0.91;0.00;194.18;Auto;;3;120.00
373.00;317371668#1_1;150.53;12.32;350.00;9.00;317371668#1_1;1.95;0.00;tripinfo_Bus_2611;23.00;Bus_2611;0;148.58;0.90;0.00;10.42;MotorCycle;;0;0.00
374.00;167457326_1;304.94;12.33;189.00;44.00;317766697#1_1;10.20;0.00;tripinfo_MotorCycle_1118;185.00;MotorCycle_1118;0;492.76;0.91;0.00;145.16;Bus;;1;114.00
375.00;-37555829#0_1;633.17;13.27;49.00;20.00;166751738#1_1;1.95;0.00;tripinfo_Auto_235;326.00;Auto_235;0;1639.52;0.96;0.00;199.28;MotorCycle;;3;119.00
376.00;-37555829#0_1;633.17;13.68;53.00;24.00;166751738#1_1;3.70;0.00;tripinfo_Auto_236;323.00;Auto_236;0;1637.77;1.04;0.00;207.41;Car;;3;117.00
378.00;-37555829#0_1;633.17;13.59;56.00;21.00;166751738#1_1;2.70;0.00;tripinfo_Bus_272;322.00;Bus_272;0;1638.77;1.05;0.00;206.49;Auto;;2;112.00
378.00;317371668#1_1;150.53;14.08;356.00;0.00;317371668#1_1;1.95;0.00;tripinfo_Auto_2714;22.00;Auto_2714;0;148.58;1.02;0.00;10.64;MotorCycle;;0;0.00
379.00;-37555829#0_1;633.17;13.18;59.00;24.00;166751738#1_1;1.95;0.00;tripinfo_Bus_273;320.00;Bus_273;0;1639.52;0.98;0.00;195.69;MotorCycle;;2;111.00
380.00;-37555829#0_1;633.17;13.36;62.00;25.00;166751738#1_1;2.70;0.00;tripinfo_Car_290;318.00;Car_290;0;1638.77;0.97;0.00;193.50;Auto;;2;110.00
382.00;167461557#1_1;85.64;14.60;0.00;0.00;167584711#0_1;1.95;0.00;tripinfo_Auto_0;382.00;Auto_0;0;1620.61;1.06;0.00;271.45;MotorCycle;;2;234.00
382.00;-37555829#0_1;633.17;13.03;65.00;28.00;166751738#1_1;1.95;0.00;tripinfo_Car_291;317.00;Car_291;0;1639.52;0.97;0.00;191.61;MotorCycle;;2;109.00
383.00;-37555829#0_1;633.17;14.41;68.00;29.00;166751738#1_1;1.95;0.00;tripinfo_MotorCycle_306;315.00;MotorCycle_306;0;1639.52;1.06;0.00;200.05;MotorCycle;;2;109.00
384.00;-37555829#0_1;633.17;13.54;72.00;33.00;166751738#1_1;3.70;0.00;tripinfo_MotorCycle_307;312.00;MotorCycle_307;0;1637.77;0.99;0.00;189.45;Car;;2;108.00
384.00;317371668#1_1;150.53;12.57;361.00;0.00;317371668#1_1;2.70;0.00;tripinfo_MotorCycle_2744;23.00;MotorCycle_2744;0;147.83;0.99;0.00;11.64;Auto;;0;0.00
386.00;-37555829#0_1;633.17;14.42;75.00;21.00;166751738#1_1;2.70;0.00;tripinfo_Bus_410;311.00;Bus_410;0;1638.77;1.10;0.00;201.19;Auto;;2;108.00
387.00;167461557#1_1;85.64;12.71;3.00;3.00;167584711#0_1;3.70;0.00;tripinfo_Auto_1;384.00;Auto_1;0;1618.86;0.94;0.00;259.21;Car;;2;222.00
388.00;-37555829#0_1;633.17;12.61;82.00;27.00;166751738#1_1;10.20;0.00;tripinfo_MotorCycle_418;306.00;MotorCycle_418;0;1631.27;0.92;0.00;174.61;Bus;;2;105.00
390.00;-37555829#0_1;633.17;13.97;86.00;31.00;166751738#1_1;3.70;0.00;tripinfo_MotorCycle_419;304.00;MotorCycle_419;0;1637.77;1.03;0.00;186.30;Car;;2;104.00
391.00;-37555829#0_1;633.17;13.59;89.00;29.00;166751738#1_1;2.70;0.00;tripinfo_Auto_447;302.00;Auto_447;0;1638.77;1.20;0.00;197.29;Auto;;2;104.00
393.00;-37555829#0_1;633.17;14.21;92.00;25.00;166751738#1_1;1.95;0.00;tripinfo_MotorCycle_500;301.00;MotorCycle_500;0;1639.52;1.07;0.00;186.41;MotorCycle;;2;104.00
403.00;317371668#1_1;150.53;12.42;379.00;0.00;317371668#1_1;2.70;0.00;tripinfo_Auto_2882;24.00;Auto_2882;0;147.83;1.01;0.00;12.97;Auto;;0;0.00
405.00;317371668#1_1;150.53;12.51;383.00;4.00;317371668#1_1;3.70;0.00;tripinfo_Auto_2883;22.00;Auto_2883;0;146.83;0.91;0.00;9.73;Car;;0;0.00
413.00;317371668#1_1;150.53;11.14;389.00;9.00;317371668#1_1;10.20;0.00;tripinfo_Bus_2886;24.00;Bus_2886;0;140.33;1.06;0.00;14.32;Bus;;0;0.00
416.00;317371668#1_1;150.53;12.57;393.00;13.00;317371668#1_1;2.70;0.00;tripinfo_Bus_2887;23.00;Bus_2887;0;147.83;1.02;0.00;12.00;Auto;;0;0.00
418.00;335564510#0_1;141.66;13.68;6.00;0.00;167186112#0_1;3.70;0.00;tripinfo_MotorCycle_55;412.00;MotorCycle_55;0;1513.89;1.00;0.00;298.68;Car;;3;222.00
418.00;317371668#1_1;150.53;11.34;395.00;15.00;317371668#1_1;1.95;0.00;tripinfo_Bus_2888;23.00;Bus_2888;0;148.58;0.84;0.00;9.36;MotorCycle;;1;1.00
421.00;335564510#0_1;141.66;13.38;10.00;0.00;167186112#0_1;2.70;0.00;tripinfo_MotorCycle_83;411.00;MotorCycle_83;0;1514.89;0.97;0.00;294.07;Auto;;3;217.00
421.00;317371668#1_1;150.53;11.48;399.00;19.00;317371668#1_1;3.70;0.00;tripinfo_Bus_2889;22.00;Bus_2889;0;146.83;0.84;0.00;9.26;Car;;0;0.00
422.00;36897741#0_1;60.96;9.82;101.00;37.00;167456697_1;3.70;0.00;tripinfo_MotorCycle_478;321.00;MotorCycle_478;0;382.46;0.88;0.00;288.33;Car;;2;252.00
424.00;317371668#1_1;150.53;12.71;402.00;11.00;317371668#1_1;1.95;0.00;tripinfo_Auto_2984;22.00;Auto_2984;0;148.58;0.95;0.00;9.82;MotorCycle;;0;0.00
425.00;335564510#0_1;141.66;14.79;12.00;2.00;167186112#0_1;1.95;0.00;tripinfo_MotorCycle_84;413.00;MotorCycle_84;0;1515.64;1.15;0.00;313.98;MotorCycle;;4;215.00
427.00;36897741#0_1;60.96;8.97;107.00;40.00;167456697_1;10.20;0.00;tripinfo_MotorCycle_501;320.00;MotorCycle_501;0;375.96;0.92;0.00;288.84;Bus;;3;244.00
429.00;36897741#0_1;60.96;9.43;110.00;43.00;167456697_1;1.95;0.00;tripinfo_MotorCycle_502;319.00;MotorCycle_502;0;384.21;0.93;0.00;287.74;MotorCycle;;2;243.00
429.00;317371668#1_1;150.53;13.04;406.00;13.00;317371668#1_1;3.70;0.00;tripinfo_Auto_2998;23.00;Auto_2998;0;146.83;1.07;0.00;12.63;Car;;0;0.00
430.00;-166751738#1_1;130.81;13.15;0.00;0.00;37555829#0_1;2.70;0.00;tripinfo_Car_3;430.00;Car_3;0;1639.90;1.08;0.00;318.94;Auto;;2;255.00
430.00;-36907635#0_1;285.07;11.79;1.00;0.00;324991740#4_1;2.70;0.00;tripinfo_Bus_9;429.00;Bus_9;0;1741.75;0.86;0.00;280.67;Auto;;2;236.00
430.00;36897741#0_1;60.96;10.10;113.00;45.00;167456697_1;1.95;0.00;tripinfo_MotorCycle_510;317.00;MotorCycle_510;0;384.21;1.01;0.00;288.38;MotorCycle;;2;243.00
431.00;-36907635#0_1;285.07;12.42;4.00;3.00;324991740#4_1;1.95;0.00;tripinfo_Bus_10;427.00;Bus_10;0;1742.50;1.09;0.00;310.82;MotorCycle;;2;233.00
431.00;317371668#1_1;150.53;12.86;409.00;14.00;317371668#1_1;1.95;0.00;tripinfo_Auto_3020;22.00;Auto_3020;0;148.58;0.95;0.00;9.91;MotorCycle;;0;0.00
432.00;-36907635#0_1;285.07;12.15;7.00;3.00;324991740#4_1;2.70;0.00;tripinfo_MotorCycle_39;425.00;MotorCycle_39;0;1741.75;0.90;0.00;284.25;Auto;;2;227.00
432.00;36897741#0_1;60.96;10.70;115.00;37.00;167456697_1;1.95;0.00;tripinfo_Bus_600;317.00;Bus_600;0;384.21;1.00;0.00;287.82;MotorCycle;;3;244.00
433.00;36897741#0_1;60.96;9.94;120.00;38.00;167456697_1;3.70;0.00;tripinfo_Auto_642;313.00;Auto_642;0;382.46;1.10;0.00;286.72;Car;;2;238.00
434.00;-36907635#0_1;285.07;12.67;11.00;7.00;324991740#4_1;3.70;0.00;tripinfo_MotorCycle_40;423.00;MotorCycle_40;0;1740.75;1.03;0.00;299.71;Car;;2;226.00
435.00;-36907635#0_1;285.07;12.73;18.00;10.00;324991740#4_1;10.20;0.00;tripinfo_Bus_58;417.00;Bus_58;0;1734.25;1.02;0.00;293.64;Bus;;3;209.00
435.00;36897741#0_1;60.96;10.39;123.00;32.00;167456697_1;1.95;0.00;tripinfo_Car_714;312.00;Car_714;0;384.21;0.99;0.00;282.36;MotorCycle;;3;238.00
435.00;317371668#1_1;150.53;11.82;412.00;16.00;317371668#1_1;2.70;0.00;tripinfo_Auto_3032;23.00;Auto_3032;0;147.83;0.86;0.00;10.37;Auto;;0;0.00
437.00;-36907635#0_1;285.07;13.44;21.00;13.00;324991740#4_1;1.95;0.00;tripinfo_Bus_59;416.00;Bus_59;0;1742.50;0.97;0.00;285.23;MotorCycle;;4;204.00
437.00;36897741#0_1;60.96;10.02;127.00;36.00;167456697_1;3.70;0.00;tripinfo_Car_715;310.00;Car_715;0;382.46;1.14;0.00;284.76;Car;;3;236.00
438.00;317371668#1_1;150.53;13.12;416.00;20.00;317371668#1_1;3.70;0.00;tripinfo_Auto_3033;22.00;Auto_3033;0;146.83;0.95;0.00;10.02;Car;;0;0.00
439.00;-36907635#0_1;285.07;12.50;24.00;15.00;324991740#4_1;2.70;0.00;tripinfo_Car_67;415.00;Car_67;0;1741.75;0.91;0.00;275.84;Auto;;4;207.00
439.00;36897741#0_1;60.96;10.88;130.00;35.00;167456697_1;1.95;0.00;tripinfo_Auto_740;309.00;Auto_740;0;384.21;0.99;0.00;279.49;MotorCycle;;2;232.00
440.00;-36907635#0_1;285.07;13.34;27.00;18.00;324991740#4_1;1.95;0.00;tripinfo_Car_68;413.00;Car_68;0;1742.50;1.04;0.00;291.02;MotorCycle;;5;219.00
441.00;36897741#0_1;60.96;9.84;133.00;32.00;167456697_1;2.70;0.00;tripinfo_Car_783;308.00;Car_783;0;383.46;0.88;0.00;275.27;Auto;;2;226.00
