tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
385.00;-37555829#0_1;633.17;13.40;72.00;33.00;166751738#1_1;3.70;0.00;tripinfo_MotorCycle_307;313.00;MotorCycle_307;0;1637.77;0.99;0.00;190.94;Car;;5;83.00
385.00;167457326_1;304.94;13.08;177.00;46.00;317766697#1_1;1.95;0.00;tripinfo_Auto_1004;208.00;Auto_1004;0;501.01;0.96;0.00;169.74;MotorCycle;;4;76.00
385.00;317371668#1_1;150.53;12.16;361.00;0.00;317371668#1_1;2.70;0.00;tripinfo_MotorCycle_2744;24.00;MotorCycle_2744;0;147.83;0.99;0.00;12.56;Auto;;0;0.00
386.00;244327260#6_0;209.72;12.06;50.00;27.00;244329796#13_1;3.70;0.00;tripinfo_MotorCycle_201;336.00;MotorCycle_201;0;1538.02;0.87;0.00;208.91;Car;;5;124.00
386.00;36897741#0_1;60.96;9.74;178.00;20.00;167456697_1;2.70;0.00;tripinfo_Bus_1211;208.00;Bus_1211;0;383.46;0.99;0.00;178.89;Auto;;7;100.00
387.00;335564510#0_1;141.66;13.68;6.00;0.00;167186112#0_1;3.70;0.00;tripinfo_MotorCycle_55;381.00;MotorCycle_55;0;1513.89;1.00;0.00;267.98;Car;;5;176.00
387.00;-167186112#2_1;110.93;11.59;23.00;0.00;-167589230#4_1;2.70;0.00;tripinfo_Auto_195;364.00;Auto_195;0;1494.88;0.84;0.00;224.40;Auto;;3;169.00
387.00;-37555829#0_1;633.17;15.05;75.00;21.00;166751738#1_1;2.70;0.00;tripinfo_Bus_410;312.00;Bus_410;0;1638.77;1.10;0.00;202.62;Auto;;6;99.00
387.00;167457326_1;304.94;12.56;180.00;47.00;317766697#1_1;1.95;0.00;tripinfo_Car_1023;207.00;Car_1023;0;501.01;0.92;0.00;167.05;MotorCycle;;4;79.00
388.00;335563875#0_1;147.10;13.67;23.00;5.00;36907357#1_1;3.70;0.00;tripinfo_MotorCycle_159;365.00;MotorCycle_159;0;1795.98;1.14;0.00;250.44;Car;;6;124.00
389.00;335563875#0_1;147.10;13.90;26.00;5.00;36907357#1_1;2.70;0.00;tripinfo_Auto_176;363.00;Auto_176;0;1796.98;1.09;0.00;243.53;Auto;;7;110.00
391.00;244327260#6_0;209.72;11.81;67.00;32.00;244329796#13_1;10.20;0.00;tripinfo_Auto_274;324.00;Auto_274;0;1531.52;0.85;0.00;194.32;Bus;;5;120.00
392.00;167584712_1;145.02;14.26;27.00;3.00;-358333263#1_1;1.95;0.00;tripinfo_Auto_202;365.00;Auto_202;0;2004.91;1.04;0.00;227.02;MotorCycle;;7;115.00
394.00;167584712_1;145.02;13.70;32.00;3.00;-358333263#1_1;3.70;0.00;tripinfo_Bus_229;362.00;Bus_229;0;2003.16;0.99;0.00;226.81;Car;;6;107.00
396.00;173008341#6_1;117.82;12.24;61.00;0.00;330925771#2_1;2.70;0.00;tripinfo_Auto_455;335.00;Auto_455;0;1758.16;0.89;0.00;190.09;Auto;;7;107.00
397.00;173008341#6_1;117.82;12.51;74.00;0.00;330925771#2_1;1.95;0.00;tripinfo_Bus_557;323.00;Bus_557;0;1758.91;0.96;0.00;189.06;MotorCycle;;5;100.00
402.00;317371668#1_1;150.53;12.42;379.00;0.00;317371668#1_1;2.70;0.00;tripinfo_Auto_2882;23.00;Auto_2882;0;147.83;1.01;0.00;12.31;Auto;;0;0.00
404.00;36897741#0_1;60.96;8.89;182.00;23.00;167456697_1;2.70;0.00;tripinfo_MotorCycle_1220;222.00;MotorCycle_1220;0;383.46;0.89;0.00;189.97;Auto;;7;105.00
406.00;-36907635#0_1;285.07;13.22;21.00;13.00;324991740#4_1;1.95;0.00;tripinfo_Bus_59;385.00;Bus_59;0;1742.50;0.97;0.00;254.40;MotorCycle;;4;174.00
406.00;-36907357#1_1;86.83;10.89;20.00;6.00;167462465_1;2.70;0.00;tripinfo_Auto_121;386.00;Auto_121;0;1940.77;1.10;0.00;258.93;Auto;;9;148.00
406.00;36897741#0_1;60.96;9.87;186.00;27.00;167456697_1;3.70;0.00;tripinfo_MotorCycle_1221;220.00;MotorCycle_1221;0;382.46;0.97;0.00;189.98;Car;;7;105.00
406.00;317371668#1_1;150.53;12.57;383.00;4.00;317371668#1_1;3.70;0.00;tripinfo_Auto_2883;23.00;Auto_2883;0;146.83;0.91;0.00;11.01;Car;;0;0.00
408.00;-36907357#1_1;86.83;10.47;27.00;4.00;167462465_1;2.70;0.00;tripinfo_Bus_192;381.00;Bus_192;0;1940.77;1.10;0.00;253.21;Auto;;8;139.00
408.00;36897741#0_1;60.96;10.56;189.00;29.00;167456697_1;1.95;0.00;tripinfo_Car_1232;219.00;Car_1232;0;384.21;1.01;0.00;189.80;MotorCycle;;7;100.00
409.00;36897741#0_1;60.96;10.44;192.00;31.00;167456697_1;1.95;0.00;tripinfo_Car_1238;217.00;Car_1238;0;384.21;0.97;0.00;187.04;MotorCycle;;8;102.00
411.00;167584712_1;145.02;13.70;98.00;7.00;-358333263#1_1;3.70;0.00;tripinfo_Bus_706;313.00;Bus_706;0;2003.16;1.00;0.00;178.04;Car;;6;87.00
412.00;36897741#0_1;60.96;9.20;195.00;27.00;167456697_1;2.70;0.00;tripinfo_MotorCycle_1282;217.00;MotorCycle_1282;0;383.46;1.01;0.00;188.36;Auto;;7;98.00
413.00;167584712_1;145.02;13.07;36.00;2.00;-358333263#1_1;3.70;0.00;tripinfo_Car_256;377.00;Car_256;0;2003.16;0.96;0.00;237.00;Car;;7;127.00
413.00;331667964#4_1;46.11;9.40;161.00;14.00;37571582#0_1;1.95;0.00;tripinfo_Bus_1131;252.00;Bus_1131;0;559.70;0.95;0.00;209.47;MotorCycle;;7;125.00
415.00;331667964#4_1;46.11;9.25;165.00;16.00;37571582#0_1;3.70;0.00;tripinfo_Auto_1146;250.00;Auto_1146;0;557.95;1.13;0.00;214.06;Car;;7;128.00
415.00;317371668#1_1;150.53;11.04;389.00;9.00;317371668#1_1;10.20;0.00;tripinfo_Bus_2886;26.00;Bus_2886;0;140.33;1.06;0.00;15.85;Bus;;0;0.00
416.00;173008341#6_1;117.82;14.61;77.00;1.00;330925771#2_1;2.70;0.00;tripinfo_Auto_572;339.00;Auto_572;0;1758.16;1.06;0.00;218.21;Auto;;6;123.00
417.00;173008341#6_1;117.82;14.67;80.00;3.00;330925771#2_1;2.70;0.00;tripinfo_Auto_583;337.00;Auto_583;0;1758.16;1.07;0.00;217.83;Auto;;8;118.00
417.00;331667964#4_1;46.11;9.44;168.00;18.00;37571582#0_1;1.95;0.00;tripinfo_Auto_1157;249.00;Auto_1157;0;559.70;1.06;0.00;210.50;MotorCycle;;8;124.00
417.00;317371668#1_1;150.53;12.06;393.00;13.00;317371668#1_1;2.70;0.00;tripinfo_Bus_2887;24.00;Bus_2887;0;147.83;1.02;0.00;12.84;Auto;;0;0.00
418.00;167457326_1;304.94;13.10;184.00;48.00;317766697#1_1;3.70;0.00;tripinfo_Bus_1049;234.00;Bus_1049;0;499.26;0.95;0.00;195.34;Car;;6;101.00
418.00;317371668#1_1;150.53;11.26;396.00;16.00;317371668#1_1;1.95;0.00;tripinfo_Bus_2888;22.00;Bus_2888;0;148.58;0.84;0.00;9.11;MotorCycle;;0;0.00
419.00;331667964#4_1;46.11;8.42;171.00;0.00;37571582#0_1;2.70;0.00;tripinfo_Auto_1303;248.00;Auto_1303;0;558.95;0.86;0.00;200.87;Auto;;8;114.00
420.00;-167186112#2_1;110.93;12.43;27.00;4.00;-167589230#4_1;3.70;0.00;tripinfo_Auto_196;393.00;Auto_196;0;1493.88;1.03;0.00;279.00;Car;;5;199.00
420.00;36897741#0_1;60.96;10.88;198.00;28.00;167456697_1;1.95;0.00;tripinfo_Auto_1299;222.00;Auto_1299;0;384.21;1.00;0.00;193.40;MotorCycle;;8;98.00
421.00;331667964#4_1;46.11;9.57;175.00;4.00;37571582#0_1;3.70;0.00;tripinfo_Auto_1304;246.00;Auto_1304;0;557.95;0.88;0.00;199.85;Car;;8;113.00
421.00;317371668#1_1;150.53;11.64;399.00;19.00;317371668#1_1;3.70;0.00;tripinfo_Bus_2889;22.00;Bus_2889;0;146.83;0.84;0.00;8.96;Car;;0;0.00
422.00;-167186112#2_1;110.93;11.87;30.00;6.00;-167589230#4_1;2.70;0.00;tripinfo_MotorCycle_206;392.00;MotorCycle_206;0;1494.88;1.00;0.00;274.88;Auto;;5;192.00
422.00;331667964#4_1;46.11;8.92;177.00;1.00;37571582#0_1;1.95;0.00;tripinfo_Bus_1338;245.00;Bus_1338;0;559.70;1.01;0.00;205.25;MotorCycle;;8;105.00
424.00;167457326_1;304.94;12.38;190.00;45.00;317766697#1_1;10.20;0.00;tripinfo_MotorCycle_1118;234.00;MotorCycle_1118;0;492.76;0.91;0.00;194.03;Bus;;5;96.00
424.00;36897741#0_1;60.96;9.50;201.00;16.00;167456697_1;2.70;0.00;tripinfo_MotorCycle_1414;223.00;MotorCycle_1414;0;383.46;0.87;0.00;189.26;Auto;;9;92.00
424.00;317371668#1_1;150.53;12.77;402.00;11.00;317371668#1_1;1.95;0.00;tripinfo_Auto_2984;22.00;Auto_2984;0;148.58;0.95;0.00;9.84;MotorCycle;;0;0.00
425.00;331667964#4_1;46.11;9.43;181.00;2.00;37571582#0_1;2.70;0.00;tripinfo_MotorCycle_1362;244.00;MotorCycle_1362;0;558.95;1.05;0.00;204.94;Auto;;6;122.00
427.00;-166800604#5_1;282.77;16.22;31.00;13.00;-167456093_1;3.70;0.00;tripinfo_Auto_156;396.00;Auto_156;0;3004.11;1.18;0.00;210.19;Car;;5;105.00
427.00;173008341#6_1;117.82;15.33;87.00;9.00;330925771#2_1;2.70;0.00;tripinfo_Car_595;340.00;Car_595;0;1758.16;1.12;0.00;224.67;Auto;;10;121.00
427.00;331667964#4_1;46.11;8.55;188.00;5.00;37571582#0_1;10.20;0.00;tripinfo_MotorCycle_1400;239.00;MotorCycle_1400;0;551.45;1.07;0.00;201.69;Bus;;6;91.00
428.00;317371668#1_1;150.53;13.65;405.00;12.00;317371668#1_1;3.70;0.00;tripinfo_Auto_2998;23.00;Auto_2998;0;146.83;1.07;0.00;12.47;Car;;0;0.00
429.00;173008341#6_1;117.82;15.08;90.00;10.00;330925771#2_1;2.70;0.00;tripinfo_Auto_617;339.00;Auto_617;0;1758.16;1.11;0.00;223.15;Auto;;11;117.00
430.00;317371668#1_1;150.53;12.98;408.00;13.00;317371668#1_1;1.95;0.00;tripinfo_Auto_3020;22.00;Auto_3020;0;148.58;0.95;0.00;9.92;MotorCycle;;0;0.00
431.00;-166751738#1_1;130.81;12.91;0.00;0.00;37555829#0_1;2.70;0.00;tripinfo_Car_3;431.00;Car_3;0;1639.90;1.08;0.00;320.00;Auto;;3;240.00
432.00;167457326_1;304.94;14.49;193.00;43.00;317766697#1_1;1.95;0.00;tripinfo_Car_1155;239.00;Car_1155;0;501.01;1.06;0.00;204.54;MotorCycle;;7;101.00
433.00;-166751738#1_1;130.81;11.61;18.00;13.00;37555829#0_1;3.70;0.00;tripinfo_Auto_49;415.00;Auto_49;0;1638.90;0.85;0.00;272.51;Car;;2;212.00
433.00;335563875#0_1;147.10;13.86;76.00;5.00;36907357#1_1;1.95;0.00;tripinfo_MotorCycle_527;357.00;MotorCycle_527;0;1797.73;1.01;0.00;227.57;MotorCycle;;5;111.00
434.00;335563875#0_1;147.10;14.11;29.00;8.00;36907357#1_1;1.95;0.00;tripinfo_Auto_177;405.00;Auto_177;0;1797.73;1.03;0.00;278.32;MotorCycle;;10;143.00
435.00;317371668#1_1;150.53;11.89;411.00;15.00;317371668#1_1;2.70;0.00;tripinfo_Auto_3032;24.00;Auto_3032;0;147.83;0.86;0.00;11.41;Auto;;0;0.00
436.00;-166751738#1_1;130.81;12.05;24.00;12.00;37555829#0_1;10.20;0.00;tripinfo_Auto_100;412.00;Auto_100;0;1632.40;1.07;0.00;299.24;Bus;;3;201.00
436.00;167457326_1;304.94;13.33;196.00;46.00;317766697#1_1;3.70;0.00;tripinfo_Car_1156;240.00;Car_1156;0;499.26;0.97;0.00;202.56;Car;;7;102.00
437.00;317371668#1_1;150.53;13.07;415.00;19.00;317371668#1_1;3.70;0.00;tripinfo_Auto_3033;22.00;Auto_3033;0;146.83;0.95;0.00;10.12;Car;;0;0.00
438.00;-166751738#1_1;130.81;12.86;27.00;15.00;37555829#0_1;1.95;0.00;tripinfo_Auto_101;411.00;Auto_101;0;1640.65;0.96;0.00;285.37;MotorCycle;;4;199.00
439.00;-166751738#1_1;130.81;12.86;30.00;16.00;37555829#0_1;1.95;0.00;tripinfo_Auto_126;409.00;Auto_126;0;1640.65;1.03;0.00;292.23;MotorCycle;;5;195.00
441.00;-166751738#1_1;130.81;13.86;34.00;19.00;37555829#0_1;3.70;0.00;tripinfo_MotorCycle_134;407.00;MotorCycle_134;0;1638.90;1.23;0.00;308.37;Car;;6;192.00
442.00;317371668#1_1;150.53;13.30;419.00;18.00;317371668#1_1;2.70;0.00;tripinfo_Auto_3067;23.00;Auto_3067;0;147.83;1.17;0.00;13.24;Auto;;0;0.00
443.00;-166751738#1_1;130.81;12.81;40.00;23.00;37555829#0_1;10.20;0.00;tripinfo_Auto_148;403.00;Auto_148;0;1632.40;0.97;0.00;278.06;Bus;;5;176.00
444.00;36897741#0_1;60.96;9.90;204.00;19.00;167456697_1;1.95;0.00;tripinfo_MotorCycle_1415;240.00;MotorCycle_1415;0;384.21;0.71;0.00;199.85;MotorCycle;;11;106.00
445.00;-166751738#1_1;130.81;13.78;43.00;26.00;37555829#0_1;1.95;0.00;tripinfo_Auto_149;402.00;Auto_149;0;1640.65;1.04;0.00;285.38;MotorCycle;;5;175.00
445.00;-166800604#5_1;282.77;14.24;42.00;13.00;-167456093_1;2.70;0.00;tripinfo_MotorCycle_230;403.00;MotorCycle_230;0;3005.11;1.04;0.00;193.26;Auto;;4;84.00
446.00;-166751738#1_1;130.81;12.24;53.00;33.00;37555829#0_1;1.95;0.00;tripinfo_MotorCycle_171;393.00;MotorCycle_171;0;1640.65;0.90;0.00;258.05;MotorCycle;;6;165.00
446.00;317371668#1_1;150.53;13.05;423.00;22.00;317371668#1_1;3.70;0.00;tripinfo_Auto_3068;23.00;Auto_3068;0;146.83;1.11;0.00;13.10;Car;;0;0.00
447.00;-166800604#5_1;282.77;13.81;22.00;8.00;-167456093_1;3.70;0.00;tripinfo_MotorCycle_113;425.00;MotorCycle_113;0;3004.11;1.01;0.00;208.07;Car;;3;111.00
447.00;-166751738#1_1;130.81;12.43;55.00;34.00;37555829#0_1;1.95;0.00;tripinfo_Car_178;392.00;Car_178;0;1640.65;1.08;0.00;280.85;MotorCycle;;7;164.00
447.00;-36907357#1_1;86.83;12.75;30.00;7.00;167462465_1;1.95;0.00;tripinfo_Bus_193;417.00;Bus_193;0;1941.52;1.07;0.00;285.39;MotorCycle;;9;175.00
447.00;167457326_1;304.94;15.08;200.00;47.00;317766697#1_1;2.70;0.00;tripinfo_Auto_1175;247.00;Auto_1175;0;500.26;1.10;0.00;214.23;Auto;;7;104.00
447.00;36897741#0_1;60.96;10.87;206.00;5.00;167456697_1;1.95;0.00;tripinfo_MotorCycle_1518;241.00;MotorCycle_1518;0;384.21;1.01;0.00;211.73;MotorCycle;;10;104.00
448.00;167461557#1_1;85.64;12.03;41.00;0.00;167584711#0_1;2.70;0.00;tripinfo_MotorCycle_322;407.00;MotorCycle_322;0;1619.86;0.87;0.00;271.87;Auto;;11;148.00
449.00;-36907357#1_1;86.83;11.29;38.00;4.00;167462465_1;3.70;0.00;tripinfo_Bus_261;411.00;Bus_261;0;1939.77;1.13;0.00;287.49;Car;;8;168.00
449.00;167457326_1;304.94;15.72;203.00;46.00;317766697#1_1;2.70;0.00;tripinfo_Auto_1200;246.00;Auto_1200;0;500.26;1.14;0.00;214.10;Auto;;7;102.00
450.00;244327260#6_0;209.72;13.52;70.00;35.00;244329796#13_1;1.95;0.00;tripinfo_Auto_275;380.00;Auto_275;0;1539.77;0.97;0.00;266.05;MotorCycle;;6;172.00
451.00;317371668#1_1;150.53;12.71;426.00;22.00;317371668#1_1;2.70;0.00;tripinfo_MotorCycle_3089;25.00;MotorCycle_3089;0;147.83;0.96;0.00;13.23;Auto;;0;0.00
452.00;244327260#6_0;209.72;14.54;72.00;34.00;244329796#13_1;1.95;0.00;tripinfo_MotorCycle_300;380.00;MotorCycle_300;0;1539.77;1.07;0.00;276.27;MotorCycle;;7;171.00
452.00;167457326_1;304.94;13.82;206.00;49.00;317766697#1_1;1.95;0.00;tripinfo_Auto_1201;246.00;Auto_1201;0;501.01;1.00;0.00;209.36;MotorCycle;;9;100.00
452.00;317371668#1_1;150.53;13.07;429.00;25.00;317371668#1_1;1.95;0.00;tripinfo_MotorCycle_3090;23.00;MotorCycle_3090;0;148.58;1.13;0.00;13.45;MotorCycle;;1;1.00
453.00;167461557#1_1;85.64;12.81;47.00;0.00;167584711#0_1;3.70;0.00;tripinfo_MotorCycle_357;406.00;MotorCycle_357;0;1618.86;0.95;0.00;283.19;Car;;11;145.00
453.00;167457326_1;304.94;14.28;210.00;47.00;317766697#1_1;3.70;0.00;tripinfo_MotorCycle_1245;243.00;MotorCycle_1245;0;499.26;1.10;0.00;209.91;Car;;7;95.00
455.00;167457326_1;304.94;15.07;214.00;49.00;317766697#1_1;3.70;0.00;tripinfo_Auto_1260;241.00;Auto_1260;0;499.26;1.13;0.00;208.33;Car;;8;91.00
457.00;317371668#1_1;150.53;12.86;433.00;28.00;317371668#1_1;2.70;0.00;tripinfo_Auto_3105;24.00;Auto_3105;0;147.83;1.02;0.00;12.93;Auto;;0;0.00
458.00;-166751738#1_1;130.81;11.17;62.00;39.00;37555829#0_1;2.70;0.00;tripinfo_MotorCycle_199;396.00;MotorCycle_199;0;1639.90;0.83;0.00;249.11;Auto;;6;171.00
458.00;36897741#0_1;60.96;9.35;210.00;5.00;167456697_1;2.70;0.00;tripinfo_MotorCycle_1565;248.00;MotorCycle_1565;0;383.46;0.93;0.00;217.06;Auto;;10;108.00
458.00;317371668#1_1;150.53;12.82;436.00;31.00;317371668#1_1;1.95;0.00;tripinfo_Auto_3106;22.00;Auto_3106;0;148.58;1.01;0.00;11.36;MotorCycle;;0;0.00
459.00;-166751738#1_1;130.81;11.76;65.00;42.00;37555829#0_1;1.95;0.00;tripinfo_MotorCycle_200;394.00;MotorCycle_200;0;1640.65;0.95;0.00;266.08;MotorCycle;;6;168.00
460.00;36897741#0_1;60.96;9.51;213.00;8.00;167456697_1;1.95;0.00;tripinfo_MotorCycle_1566;247.00;MotorCycle_1566;0;384.21;1.08;0.00;219.93;MotorCycle;;7;104.00
462.00;317371668#1_1;150.53;13.31;439.00;33.00;317371668#1_1;3.70;0.00;tripinfo_Bus_3115;23.00;Bus_3115;0;146.83;0.96;0.00;11.33;Car;;0;0.00
464.00;244327260#6_0;209.72;12.87;77.00;39.00;244329796#13_1;3.70;0.00;tripinfo_MotorCycle_301;387.00;MotorCycle_301;0;1538.02;0.94;0.00;268.76;Car;;7;173.00
465.00;-36907635#0_1;285.07;12.43;24.00;15.00;324991740#4_1;2.70;0.00;tripinfo_Car_67;441.00;Car_67;0;1741.75;0.91;0.00;302.31;Auto;;6;224.00
466.00;244327260#6_0;209.72;12.77;80.00;39.00;244329796#13_1;1.95;0.00;tripinfo_Bus_327;386.00;Bus_327;0;1539.77;0.95;0.00;269.22;MotorCycle;;5;185.00
467.00;-36907635#0_1;285.07;14.42;27.00;18.00;324991740#4_1;1.95;0.00;tripinfo_Car_68;440.00;Car_68;0;1742.50;1.04;0.00;317.44;MotorCycle;;6;231.00
467.00;317371668#1_1;150.53;12.72;443.00;32.00;317371668#1_1;2.70;0.00;tripinfo_Bus_3150;24.00;Bus_3150;0;147.83;0.98;0.00;12.37;Auto;;0;0.00
468.00;-330925771#2_1;98.00;11.53;23.00;0.00;172932752#4_1;2.70;0.00;tripinfo_Car_194;445.00;Car_194;0;1944.60;1.00;0.00;302.79;Auto;;15;135.00
469.00;-330925771#2_1;98.00;11.68;28.00;0.00;172932752#4_1;3.70;0.00;tripinfo_Bus_224;441.00;Bus_224;0;1943.60;1.02;0.00;300.62;Car;;14;138.00
469.00;36897741#0_1;60.96;10.25;216.00;9.00;167456697_1;1.95;0.00;tripinfo_Bus_1581;253.00;Bus_1581;0;384.21;1.02;0.00;224.33;MotorCycle;;9;104.00
470.00;317371668#1_1;150.53;11.33;447.00;36.00;317371668#1_1;3.70;0.00;tripinfo_Bus_3151;23.00;Bus_3151;0;146.83;0.82;0.00;9.90;Car;;0;0.00
471.00;-330925771#2_1;98.00;11.99;31.00;2.00;172932752#4_1;2.70;0.00;tripinfo_Car_231;440.00;Car_231;0;1944.60;1.14;0.00;314.82;Auto;;13;134.00
471.00;167589230#4_1;143.24;10.45;51.00;9.00;167584430#0_1;2.70;0.00;tripinfo_MotorCycle_338;420.00;MotorCycle_338;0;1983.54;0.96;0.00;262.23;Auto;;3;197.00
471.00;167457326_1;304.94;14.24;217.00;50.00;317766697#1_1;2.70;0.00;tripinfo_Auto_1272;254.00;Auto_1272;0;500.26;1.03;0.00;218.83;Auto;;9;100.00
471.00;36897741#0_1;60.96;9.79;219.00;12.00;167456697_1;3.70;0.00;tripinfo_Bus_1582;252.00;Bus_1582;0;382.46;0.88;0.00;219.08;Car;;10;104.00
473.00;-330925771#2_1;98.00;12.07;34.00;5.00;172932752#4_1;1.95;0.00;tripinfo_Car_232;439.00;Car_232;0;1945.35;0.97;0.00;291.07;MotorCycle;;12;121.00
474.00;167457326_1;304.94;12.75;220.00;53.00;317766697#1_1;1.95;0.00;tripinfo_Auto_1273;254.00;Auto_1273;0;501.01;0.94;0.00;215.38;MotorCycle;;8;95.00
474.00;36897741#0_1;60.96;9.59;222.00;14.00;167456697_1;2.70;0.00;tripinfo_Auto_1595;252.00;Auto_1595;0;383.46;0.97;0.00;222.03;Auto;;8;100.00
475.00;167456094_1;468.82;13.73;10.00;8.00;29375467#1_0;1.95;0.00;tripinfo_MotorCycle_21;465.00;MotorCycle_21;0;3516.07;1.01;0.00;212.86;MotorCycle;;7;109.00
475.00;244327260#6_0;209.72;13.82;84.00;43.00;244329796#13_1;3.70;0.00;tripinfo_Bus_328;391.00;Bus_328;0;1538.02;1.00;0.00;280.34;Car;;4;212.00
475.00;36897741#0_1;60.96;9.07;226.00;16.00;167456697_1;3.70;0.00;tripinfo_Bus_1605;249.00;Bus_1605;0;382.46;1.09;0.00;222.47;Car;;8;98.00
475.00;317371668#1_1;150.53;12.46;450.00;38.00;317371668#1_1;2.70;0.00;tripinfo_Bus_3161;25.00;Bus_3161;0;147.83;1.08;0.00;14.50;Auto;;1;1.00
476.00;167456094_1;468.82;14.65;14.00;10.00;29375467#1_0;3.70;0.00;tripinfo_Car_38;462.00;Car_38;0;3514.32;1.10;0.00;231.24;Car;;6;104.00
476.00;173008341#6_1;117.82;13.57;130.00;17.00;330925771#2_1;1.95;0.00;tripinfo_MotorCycle_863;346.00;MotorCycle_863;0;1758.91;0.99;0.00;216.81;MotorCycle;;6;118.00
476.00;317371668#1_1;150.53;12.51;454.00;36.00;317371668#1_1;1.95;0.00;tripinfo_Bus_3202;22.00;Bus_3202;0;148.58;1.16;0.00;12.56;MotorCycle;;0;0.00
477.00;36897741#0_1;60.96;9.59;229.00;15.00;167456697_1;1.95;0.00;tripinfo_Car_1626;248.00;Car_1626;0;384.21;0.83;0.00;212.82;MotorCycle;;8;96.00
478.00;317371668#1_1;150.53;14.35;456.00;35.00;317371668#1_1;1.95;0.00;tripinfo_Car_3233;22.00;Car_3233;0;148.58;1.08;0.00;11.34;MotorCycle;;1;1.00
479.00;244327260#6_0;209.72;15.22;90.00;48.00;244329796#13_1;2.70;0.00;tripinfo_MotorCycle_340;389.00;MotorCycle_340;0;1539.02;1.11;0.00;287.98;Auto;;4;208.00
479.00;167589230#4_1;143.24;9.29;54.00;0.00;167584430#0_1;1.95;0.00;tripinfo_Auto_407;425.00;Auto_407;0;1984.29;0.86;0.00;248.05;MotorCycle;;3;194.00
481.00;167589230#4_1;143.24;10.08;57.00;3.00;167584430#0_1;3.70;0.00;tripinfo_Auto_408;424.00;Auto_408;0;1982.54;1.01;0.00;273.47;Car;;4;195.00
481.00;173008341#6_1;117.82;13.47;100.00;11.00;330925771#2_1;2.70;0.00;tripinfo_MotorCycle_697;381.00;MotorCycle_697;0;1758.16;0.98;0.00;249.75;Auto;;10;143.00
481.00;317371668#1_1;150.53;13.25;460.00;27.00;317371668#1_1;1.95;0.00;tripinfo_Auto_3331;21.00;Auto_3331;0;148.58;0.98;0.00;9.61;MotorCycle;;0;0.00
482.00;-166753912#0_1;133.04;14.12;0.00;0.00;166954897#0_0;1.95;0.00;tripinfo_Auto_4;482.00;Auto_4;0;1677.28;1.03;0.00;367.74;MotorCycle;;2;336.00
482.00;173008341#6_1;117.82;13.75;106.00;10.00;330925771#2_1;10.20;0.00;tripinfo_MotorCycle_745;376.00;MotorCycle_745;0;1750.66;1.05;0.00;255.00;Bus;;11;130.00
483.00;-167186112#0_1;81.80;11.50;1.00;0.00;167461555_1;3.70;0.00;tripinfo_Auto_8;482.00;Auto_8;0;1629.42;0.94;0.00;352.85;Car;;3;282.00
485.00;-167186112#0_1;81.80;11.32;3.00;1.00;167461555_1;1.95;0.00;tripinfo_MotorCycle_22;482.00;MotorCycle_22;0;1631.17;0.98;0.00;357.19;MotorCycle;;4;279.00
485.00;-36907357#1_1;86.83;10.40;34.00;0.00;167462465_1;2.70;0.00;tripinfo_Bus_260;451.00;Bus_260;0;1940.77;0.75;0.00;265.30;Auto;;9;170.00
485.00;167457326_1;304.94;12.95;224.00;56.00;317766697#1_1;2.70;0.00;tripinfo_MotorCycle_1283;261.00;MotorCycle_1283;0;500.26;0.94;0.00;222.03;Auto;;10;99.00
485.00;317371668#1_1;150.53;14.01;462.00;26.00;317371668#1_1;1.95;0.00;tripinfo_MotorCycle_3356;23.00;MotorCycle_3356;0;148.58;1.01;0.00;11.45;MotorCycle;;1;1.00
486.00;-167186112#0_1;81.80;11.42;9.00;0.00;167461555_1;1.95;0.00;tripinfo_MotorCycle_66;477.00;MotorCycle_66;0;1631.17;0.91;0.00;342.79;MotorCycle;;3;267.00
487.00;-36907357#1_1;86.83;10.00;41.00;4.00;167462465_1;2.70;0.00;tripinfo_MotorCycle_284;446.00;MotorCycle_284;0;1940.77;0.76;0.00;261.35;Auto;;9;161.00
487.00;167457326_1;304.94;12.27;228.00;60.00;317766697#1_1;3.70;0.00;tripinfo_MotorCycle_1284;259.00;MotorCycle_1284;0;499.26;0.89;0.00;218.26;Car;;9;89.00
489.00;-167186112#0_1;81.80;10.25;31.00;0.00;167461555_1;2.70;0.00;tripinfo_MotorCycle_249;458.00;MotorCycle_249;0;1630.42;1.11;0.00;349.43;Auto;;4;240.00
489.00;317371668#1_1;150.53;11.08;467.00;26.00;317371668#1_1;3.70;0.00;tripinfo_Bus_3392;22.00;Bus_3392;0;146.83;0.82;0.00;8.71;Car;;0;0.00
490.00;-167186112#0_1;81.80;10.30;39.00;0.00;167461555_1;2.70;0.00;tripinfo_MotorCycle_302;451.00;MotorCycle_302;0;1630.42;0.98;0.00;327.70;Auto;;5;231.00
